User ID,Gender,Age,EstimatedSalary,Purchased,Occupation,Education Level,Marital Status
15768293,Female,45,50329,0,Clerk,High School,Widowed
15810800,Female,38,65227,0,Teacher,PhD,Widowed
15814816,Male,31,67317,0,Teacher,Bachelor,Married
15688172,Female,57,101391,1,Doctor,Bachelor,Divorced
15594041,Female,49,34264,1,Clerk,Master,Married
15744529,Male,27,52462,0,Engineer,High School,Divorced
15785170,Female,40,65613,0,Clerk,Master,Divorced
15663249,Female,53,16949,1,Salesperson,Bachelor,Divorced
15636023,Male,51,57608,0,Retired,PhD,Married
15753861,Female,51,111624,1,Clerk,High School,Single
15747097,Female,40,116732,0,Doctor,Master,Married
15636023,Male,52,112923,0,Doctor,PhD,Divorced
15583137,Male,41,54899,0,Teacher,High School,Widowed
15667265,Female,30,119879,0,Manager,PhD,Married
15734312,Male,41,93174,0,Doctor,High School,Divorced
15726358,Female,24,45322,0,Manager,Bachelor,Divorced
15603319,Male,32,44591,0,Salesperson,Master,Divorced
15736397,Female,55,22799,1,Chef,High School,Widowed
15646227,Male,46,94568,1,Teacher,PhD,Widowed
15722061,Female,52,150000,1,Doctor,Master,Divorced
15636428,Female,27,116643,0,Technician,Master,Single
15715541,Female,30,94513,0,Artist,Master,Widowed
15688172,Female,60,114821,1,Engineer,PhD,Married
15631912,Female,29,96024,0,Artist,PhD,Divorced
15774179,Female,22,10000,0,Retired,High School,Widowed
15709441,Female,35,45519,0,Salesperson,Master,Married
15665416,Female,37,104710,0,Doctor,Bachelor,Married
15724536,Female,50,104259,1,Artist,Master,Divorced
15725660,Male,33,88648,0,Clerk,PhD,Married
15744529,Male,32,81813,0,Doctor,Master,Married
15662901,Male,19,93407,0,Doctor,High School,Widowed
15793813,Female,34,59346,0,Clerk,High School,Widowed
15629739,Female,44,42413,1,Retired,PhD,Widowed
15807481,Male,31,85519,0,Manager,High School,Divorced
15800890,Female,39,140464,1,Teacher,Bachelor,Widowed
15591915,Female,32,87776,0,Engineer,PhD,Widowed
15701537,Male,40,150000,1,Artist,PhD,Widowed
15689751,Male,28,106388,0,Teacher,PhD,Divorced
15589449,Male,41,139298,1,Manager,PhD,Married
15649487,Male,44,31648,1,Engineer,High School,Widowed
15762228,Female,24,93789,0,Engineer,PhD,Married
15774872,Female,53,106367,1,Retired,High School,Divorced
15800061,Female,26,50944,0,Artist,Bachelor,Single
15660541,Male,41,67209,0,Chef,PhD,Divorced
15679651,Female,28,15531,0,Artist,Bachelor,Married
15655123,Female,28,45924,0,Engineer,Master,Single
15592877,Male,34,39498,0,Manager,Master,Widowed
15599533,Female,38,60272,0,Manager,PhD,Single
15789815,Male,30,150000,1,Engineer,Master,Married
15762228,Female,22,69948,0,Teacher,Master,Single
15767871,Male,18,54575,0,Salesperson,High School,Divorced
15586757,Male,41,118127,1,Salesperson,High School,Divorced
15708791,Male,60,131349,1,Chef,Master,Married
15744279,Male,35,111243,1,Teacher,Master,Married
15707634,Male,52,10000,1,Clerk,High School,Divorced
15736397,Female,59,50374,1,Artist,Master,Divorced
15756820,Female,28,38211,0,Technician,PhD,Single
15705298,Female,46,136630,1,Doctor,High School,Widowed
15753102,Female,33,132652,1,Engineer,PhD,Single
15709183,Male,40,68774,0,Teacher,PhD,Divorced
15723373,Male,34,64918,0,Teacher,PhD,Married
15598070,Female,41,48234,0,Salesperson,High School,Single
15707634,Male,48,12563,1,Salesperson,High School,Married
15610403,Female,28,75625,0,Doctor,High School,Widowed
15575247,Female,46,128789,1,Teacher,Bachelor,Divorced
15589449,Male,38,112258,1,Chef,PhD,Single
15815236,Female,48,114064,1,Clerk,Bachelor,Married
15593014,Male,25,69837,0,Artist,Master,Married
15786993,Female,28,68555,0,Clerk,Bachelor,Single
15734161,Female,39,95734,1,Artist,Bachelor,Widowed
15584545,Female,35,109724,0,Doctor,High School,Widowed
15574305,Male,35,91116,0,Engineer,PhD,Married
15762605,Male,28,70884,0,Doctor,PhD,Divorced
15809347,Female,43,84466,0,Engineer,High School,Single
15667417,Female,52,90013,1,Chef,High School,Divorced
15578006,Male,20,63061,0,Chef,Master,Married
15673367,Female,34,42959,0,Salesperson,PhD,Married
15586996,Female,39,69345,0,Artist,Bachelor,Divorced
15782530,Female,32,121321,0,Artist,Master,Married
15789815,Male,29,150000,1,Doctor,Master,Single
15769596,Female,57,111133,1,Engineer,High School,Single
15736760,Female,48,51442,1,Technician,Master,Married
15786993,Female,31,105250,0,Doctor,High School,Single
15783029,Male,29,74726,0,Technician,Bachelor,Married
15701537,Male,40,140310,1,Retired,PhD,Single
15589449,Male,37,109251,1,Salesperson,Master,Widowed
15721592,Male,37,67941,0,Clerk,Master,Married
15746422,Female,27,111675,0,Engineer,Bachelor,Divorced
15801247,Male,32,71244,0,Doctor,Master,Widowed
15782530,Female,30,126666,0,Manager,Bachelor,Widowed
15734161,Female,39,63035,1,Retired,High School,Single
15667742,Male,36,32811,0,Salesperson,High School,Single
15795224,Female,34,150000,1,Doctor,Bachelor,Married
15725660,Male,31,87531,0,Technician,Master,Divorced
15646936,Male,53,68440,1,Salesperson,Bachelor,Married
15766289,Male,30,111189,0,Manager,Master,Single
15800061,Female,31,89072,0,Manager,PhD,Divorced
15573452,Female,23,23240,0,Manager,High School,Single
15668385,Male,41,35597,0,Clerk,Master,Widowed
15701962,Male,38,71792,0,Teacher,Master,Divorced
15793890,Female,34,87069,0,Teacher,Master,Divorced
15722061,Female,54,140000,1,Technician,Bachelor,Widowed
15760570,Male,35,81168,0,Salesperson,Master,Married
15701962,Male,39,51231,0,Artist,High School,Single
15663249,Female,54,28954,1,Engineer,High School,Married
15764195,Female,19,45662,0,Chef,Master,Single
15667265,Female,26,88348,0,Chef,Master,Widowed
15694946,Male,23,103878,0,Doctor,PhD,Widowed
15709441,Female,35,58430,0,Chef,PhD,Divorced
15600575,Male,25,11725,0,Clerk,High School,Single
15733964,Female,35,48356,0,Salesperson,Bachelor,Divorced
15734161,Female,39,63070,1,Clerk,High School,Widowed
15791174,Male,47,33031,0,Retired,High School,Married
15724402,Female,20,84614,0,Manager,High School,Married
15707634,Male,50,42930,1,Engineer,High School,Divorced
15715622,Female,45,109865,1,Clerk,High School,Divorced
15660200,Female,34,75499,0,Teacher,Bachelor,Widowed
15622833,Female,34,17545,0,Artist,High School,Single
15789109,Female,30,113385,0,Retired,PhD,Divorced
15775590,Female,58,117721,1,Salesperson,Bachelor,Divorced
15694829,Female,31,150000,1,Manager,PhD,Married
15706071,Male,53,40893,1,Engineer,Bachelor,Married
15649668,Male,44,98711,0,Manager,Bachelor,Married
15707596,Female,56,38190,0,Salesperson,Bachelor,Widowed
15646227,Male,48,67832,1,Chef,High School,Single
15651983,Male,35,129455,1,Doctor,High School,Divorced
15663161,Male,37,110415,1,Manager,Bachelor,Widowed
15764419,Female,24,22824,0,Chef,Master,Single
15624510,Male,18,58066,0,Engineer,PhD,Single
15707596,Female,60,65178,0,Doctor,High School,Married
15697997,Female,37,116800,0,Doctor,Master,Single
15809823,Male,28,12145,0,Chef,Bachelor,Married
15766609,Female,48,23148,0,Retired,Bachelor,Single
15578738,Female,20,94937,0,Manager,High School,Married
15673619,Male,25,72389,0,Retired,Master,Divorced
15675949,Female,33,150000,1,Engineer,High School,Married
15577178,Female,23,52643,0,Artist,High School,Widowed
15814816,Male,28,76051,0,Engineer,High School,Widowed
15646091,Female,44,26812,1,Clerk,Master,Widowed
15725660,Male,32,105620,0,Engineer,Bachelor,Divorced
15801658,Male,22,65688,0,Chef,Bachelor,Married
15690188,Female,30,65791,0,Doctor,Master,Widowed
15664907,Male,56,131237,1,Teacher,High School,Single
15578738,Female,21,83113,0,Chef,Bachelor,Single
15694879,Male,38,144506,1,Salesperson,Master,Married
15708791,Male,57,122114,1,Chef,Bachelor,Divorced
15596522,Male,52,103509,1,Teacher,PhD,Divorced
15722758,Male,30,38029,0,Doctor,High School,Widowed
15793813,Female,33,100131,0,Artist,Master,Widowed
15814816,Male,32,57362,0,Salesperson,Bachelor,Widowed
15801336,Female,40,130175,1,Engineer,Bachelor,Divorced
15694395,Female,23,42061,0,Teacher,PhD,Widowed
15622171,Male,39,58646,0,Salesperson,PhD,Widowed
15609653,Female,38,42532,0,Chef,Bachelor,Widowed
15746139,Male,18,65919,0,Technician,High School,Widowed
15745083,Male,26,84513,0,Teacher,Bachelor,Divorced
15678168,Female,40,35479,0,Clerk,Bachelor,Single
15756820,Female,29,34397,0,Clerk,PhD,Married
15573926,Male,37,111431,1,Doctor,PhD,Married
15690188,Female,32,35377,0,Chef,Master,Married
15631070,Female,39,64965,0,Manager,High School,Single
15739160,Male,41,71978,0,Retired,Master,Divorced
15749130,Female,43,38883,0,Artist,Master,Widowed
15713144,Male,32,36576,0,Artist,Master,Married
15680752,Female,44,121285,0,Teacher,High School,Single
15669656,Male,34,10000,0,Retired,Bachelor,Widowed
15814004,Male,28,28699,0,Engineer,High School,Divorced
15612465,Male,38,89604,0,Manager,Bachelor,Widowed
15619465,Female,46,36801,1,Technician,PhD,Single
15734161,Female,39,114543,1,Manager,Master,Widowed
15610140,Female,28,10000,0,Artist,High School,Married
15801247,Male,33,42518,0,Teacher,PhD,Married
15776733,Female,28,58928,0,Artist,Master,Divorced
15722061,Female,48,150000,1,Doctor,High School,Divorced
15793890,Female,40,127468,0,Doctor,PhD,Single
15691808,Female,38,90019,0,Teacher,PhD,Married
15775562,Female,25,31463,0,Clerk,Bachelor,Widowed
15764604,Male,51,85579,1,Teacher,Bachelor,Married
15614827,Female,38,71059,0,Clerk,PhD,Divorced
15619407,Female,36,150000,0,Engineer,PhD,Married
15693264,Male,39,78784,0,Doctor,Bachelor,Divorced
15669656,Male,32,21249,0,Chef,Master,Married
15736228,Male,35,90401,0,Engineer,Master,Widowed
15642885,Male,24,18183,0,Salesperson,Master,Divorced
15609669,Female,58,76916,1,Teacher,High School,Divorced
15739160,Male,44,84913,0,Chef,Master,Single
15791373,Male,58,70640,1,Engineer,Master,Widowed
15778368,Male,54,91153,1,Manager,Master,Married
15574305,Male,34,75084,0,Engineer,Bachelor,Single
15704987,Male,33,28900,0,Artist,Master,Married
15794493,Male,40,39546,0,Chef,High School,Widowed
15723373,Male,34,95094,0,Doctor,PhD,Married
15569641,Female,58,85178,1,Technician,Bachelor,Single
15674331,Male,40,56333,0,Manager,High School,Married
15749130,Female,40,35554,0,Technician,PhD,Divorced
15810075,Female,43,37667,0,Retired,PhD,Single
15762605,Male,26,15025,0,Technician,Bachelor,Married
15782806,Female,26,48781,0,Manager,Bachelor,Married
15774179,Female,22,23915,0,Clerk,Master,Widowed
15750447,Male,40,66533,1,Teacher,Bachelor,Single
15774744,Male,57,69492,1,Retired,Master,Married
15807909,Male,18,82544,0,Chef,Bachelor,Single
15736228,Male,35,66701,0,Engineer,High School,Divorced
15794493,Male,41,42939,0,Chef,High School,Married
15721592,Male,40,66042,0,Technician,Bachelor,Single
15768072,Female,48,65184,1,Teacher,PhD,Single
15649668,Male,43,79238,0,Technician,Master,Widowed
15638646,Male,46,116346,0,Retired,Bachelor,Married
15724402,Female,19,73120,0,Salesperson,Bachelor,Divorced
15689751,Male,26,95540,0,Artist,Master,Married
15789432,Female,43,60609,0,Clerk,Bachelor,Divorced
15718071,Male,25,46294,0,Chef,High School,Widowed
15766609,Female,49,60324,0,Artist,Master,Divorced
15665760,Male,36,104833,1,Chef,High School,Single
15776348,Female,24,62552,0,Chef,PhD,Divorced
15668385,Male,36,23346,0,Retired,Bachelor,Widowed
15708228,Male,33,15739,0,Retired,Master,Widowed
15652400,Female,41,62099,0,Manager,Bachelor,Widowed
15745083,Male,24,108071,0,Manager,PhD,Widowed
15687491,Male,33,136155,1,Doctor,Bachelor,Single
15697686,Male,31,114381,0,Engineer,Master,Divorced
15692819,Female,57,10000,1,Clerk,High School,Single
15602373,Male,27,54260,0,Technician,High School,Single
15774727,Female,34,64981,0,Teacher,High School,Widowed
15772798,Male,33,126554,0,Doctor,High School,Divorced
15675185,Male,31,81371,0,Engineer,Bachelor,Divorced
15734161,Female,38,82604,1,Technician,Bachelor,Divorced
15713144,Male,37,63197,0,Doctor,Master,Divorced
15596984,Female,49,82371,0,Technician,PhD,Widowed
15727467,Male,57,47536,1,Clerk,High School,Widowed
15599081,Female,48,55992,1,Doctor,Bachelor,Single
15807909,Male,22,80202,0,Salesperson,Bachelor,Single
15606472,Male,57,47808,1,Teacher,Master,Single
15807525,Female,60,34346,1,Engineer,High School,Widowed
15759066,Female,33,55183,0,Teacher,Bachelor,Single
15689751,Male,30,75372,0,Technician,Bachelor,Married
15734312,Male,39,48098,0,Technician,High School,Married
15801247,Male,36,44563,0,Artist,PhD,Divorced
15668385,Male,40,43586,0,Salesperson,Master,Married
15671766,Female,24,90708,0,Manager,Bachelor,Divorced
15772798,Male,37,90423,0,Clerk,Bachelor,Married
15689425,Male,29,65336,0,Artist,PhD,Single
15768072,Female,46,55054,1,Teacher,Master,Widowed
15764419,Female,28,10000,0,Technician,High School,Widowed
15671249,Male,46,75123,1,Retired,Master,Single
15663249,Female,49,60315,1,Doctor,Master,Married
15725660,Male,28,69959,0,Salesperson,High School,Married
15578738,Female,18,120847,0,Doctor,Bachelor,Widowed
15596522,Male,50,54993,1,Retired,High School,Widowed
15581198,Male,28,72857,0,Artist,Bachelor,Widowed
15767681,Female,36,116552,0,Doctor,PhD,Single
15768816,Male,28,118827,0,Engineer,PhD,Widowed
15772073,Female,56,144536,1,Clerk,PhD,Widowed
15594041,Female,52,21906,1,Artist,High School,Married
15757632,Female,39,31714,0,Retired,High School,Married
15749130,Female,44,31954,0,Technician,PhD,Widowed
15587177,Male,37,68762,0,Manager,High School,Single
15733964,Female,40,70278,0,Manager,Master,Divorced
15814004,Male,30,20185,0,Artist,Bachelor,Married
15705113,Male,48,29281,1,Salesperson,Master,Widowed
15744279,Male,31,100554,1,Manager,High School,Divorced
15654456,Male,44,138489,1,Manager,PhD,Married
15725794,Female,33,52801,0,Retired,Master,Single
15629885,Female,41,81960,0,Engineer,High School,Widowed
15672091,Female,18,32998,0,Engineer,High School,Single
15715622,Female,41,126797,1,Retired,Master,Married
15671249,Male,47,95440,1,Salesperson,PhD,Widowed
15679297,Male,38,98212,0,Engineer,Bachelor,Married
15733883,Male,49,29286,1,Technician,PhD,Single
15666675,Female,44,82421,0,Artist,High School,Married
15800890,Female,39,131897,1,Chef,High School,Married
15720745,Female,35,105826,1,Retired,High School,Divorced
15575002,Female,35,43367,0,Technician,High School,Widowed
15786993,Female,29,95062,0,Teacher,Master,Widowed
15588080,Female,54,121985,1,Doctor,High School,Married
15759684,Female,47,32080,1,Clerk,PhD,Married
15783029,Male,28,87513,0,Clerk,PhD,Single
15794661,Female,23,112953,0,Technician,Bachelor,Widowed
15711218,Male,36,81023,0,Clerk,Master,Widowed
15701962,Male,42,66696,0,Salesperson,Master,Divorced
15649136,Female,25,21763,0,Retired,High School,Widowed
15699619,Male,37,91363,1,Chef,Bachelor,Single
15678201,Male,51,64889,1,Chef,Bachelor,Divorced
15612465,Male,33,121020,0,Doctor,PhD,Widowed
15779529,Female,57,142959,1,Manager,PhD,Widowed
15774179,Female,21,34067,0,Technician,PhD,Widowed
15800515,Female,38,134554,1,Manager,Master,Single
15668521,Female,47,40977,1,Teacher,Master,Single
15800215,Female,43,49303,0,Clerk,Master,Divorced
15694453,Male,38,50930,0,Chef,PhD,Widowed
15622171,Male,39,54045,0,Salesperson,Master,Married
15624755,Female,52,23775,1,Clerk,Master,Divorced
15638646,Male,45,125800,0,Retired,Bachelor,Single
15586996,Female,43,68059,0,Retired,PhD,Married
15718071,Male,23,59413,0,Technician,PhD,Divorced
15577178,Female,24,60237,0,Retired,PhD,Married
15657163,Male,38,31129,0,Retired,High School,Widowed
15795298,Female,45,146480,1,Artist,Master,Single
15611430,Female,57,41797,1,Retired,PhD,Single
15793890,Female,36,82478,0,Artist,Bachelor,Divorced
15727696,Male,29,115967,1,Clerk,Bachelor,Single
15756820,Female,29,35005,0,Teacher,Bachelor,Divorced
15595324,Female,33,59507,0,Chef,Bachelor,Single
15756820,Female,25,75693,0,Doctor,Master,Single
15726358,Female,23,32851,0,Artist,Master,Widowed
15810944,Male,37,25698,0,Teacher,Master,Divorced
15792102,Female,29,120611,0,Doctor,Master,Single
15708228,Male,34,18023,0,Clerk,Master,Divorced
15619087,Female,36,40142,0,Chef,Bachelor,Married
15766289,Male,25,77371,0,Clerk,Bachelor,Widowed
15774179,Female,23,38194,0,Salesperson,PhD,Married
15720943,Male,24,81556,0,Clerk,Master,Single
15584114,Male,21,21238,0,Clerk,Master,Single
15710257,Female,34,46352,0,Doctor,High School,Married
15792008,Male,33,17253,0,Salesperson,Master,Married
15727467,Male,58,50962,1,Technician,High School,Divorced
15699619,Male,33,107282,1,Salesperson,PhD,Divorced
15678201,Male,48,54785,1,Chef,High School,Single
15766289,Male,29,89923,0,Chef,Master,Married
15664907,Male,58,150000,1,Doctor,High School,Widowed
15619653,Male,41,52103,0,Salesperson,Bachelor,Widowed
15619407,Female,39,125628,0,Teacher,PhD,Married
15800215,Female,39,44881,0,Retired,PhD,Divorced
15600575,Male,24,24412,0,Salesperson,Bachelor,Single
15735878,Male,50,150000,1,Doctor,PhD,Married
15605000,Female,58,97173,0,Chef,PhD,Widowed
15629885,Female,42,94290,0,Doctor,High School,Married
15710257,Female,34,10000,0,Clerk,High School,Single
15768293,Female,43,84439,0,Chef,Master,Single
15668521,Female,46,33436,1,Salesperson,Bachelor,Divorced
15776844,Male,34,95529,0,Engineer,Bachelor,Single
15609669,Female,60,134176,1,Doctor,PhD,Married
15668575,Female,25,14353,0,Retired,High School,Married
15720943,Male,26,68813,0,Salesperson,High School,Single
15809347,Female,42,118287,0,Doctor,PhD,Married
15769596,Female,57,134239,1,Manager,PhD,Single
15638646,Male,51,131499,0,Retired,PhD,Married
15793890,Female,34,85336,0,Chef,PhD,Divorced
15591279,Male,37,88932,0,Teacher,PhD,Widowed
15718071,Male,27,67983,0,Chef,Master,Widowed
15611430,Female,58,43914,1,Artist,Bachelor,Divorced
15724536,Female,45,81064,1,Artist,High School,Widowed
15755018,Male,36,21475,0,Clerk,Bachelor,Divorced
15736760,Female,48,80939,1,Manager,PhD,Married
15660200,Female,40,76032,0,Chef,PhD,Single
15671249,Male,43,98546,1,Artist,Master,Widowed
15680243,Female,20,48508,0,Artist,Master,Single
15713912,Female,35,104393,1,Doctor,Bachelor,Married
15706185,Female,26,21154,0,Clerk,Bachelor,Single
15675185,Male,33,66067,0,Salesperson,PhD,Divorced
15633531,Female,46,21715,1,Salesperson,Bachelor,Divorced
15813113,Male,41,95236,1,Clerk,Bachelor,Married
15646091,Female,45,10000,1,Clerk,High School,Divorced
15749130,Female,43,45410,0,Artist,PhD,Single
15594041,Female,51,34192,1,Teacher,Bachelor,Divorced
15785170,Female,44,118010,0,Doctor,PhD,Widowed
15734161,Female,34,100209,1,Teacher,Master,Widowed
15622171,Male,36,48318,0,Retired,PhD,Single
15598070,Female,39,65279,0,Salesperson,Master,Widowed
15664907,Male,55,150000,1,Chef,PhD,Widowed
15759066,Female,32,45213,0,Chef,High School,Single
15623502,Male,38,57539,0,Chef,Bachelor,Single
15668521,Female,45,25742,1,Teacher,High School,Divorced
15733973,Female,44,129709,1,Teacher,PhD,Married
15810075,Female,42,29835,0,Chef,Bachelor,Married
15673619,Male,28,116812,0,Manager,Master,Single
15706185,Female,25,79594,0,Doctor,PhD,Single
15589449,Male,39,135297,1,Doctor,Bachelor,Single
15639277,Male,24,45061,0,Engineer,Master,Divorced
15595135,Female,25,55951,0,Teacher,High School,Single
15714658,Male,47,59023,1,Doctor,High School,Widowed
15622171,Male,40,34251,0,Clerk,Bachelor,Single
15584545,Female,29,121758,0,Engineer,PhD,Single
15687491,Male,29,99295,1,Teacher,High School,Married
15680587,Male,39,133824,1,Retired,Master,Married
15769902,Male,41,75014,0,Artist,PhD,Married
15673619,Male,22,89395,0,Manager,High School,Single
15587013,Male,19,54240,0,Retired,High School,Single
15775590,Female,56,129285,1,Artist,Master,Married
15594762,Female,42,104754,1,Engineer,Master,Widowed
15589449,Male,41,115383,1,Engineer,High School,Divorced
15738448,Female,31,87248,0,Technician,PhD,Divorced
15667417,Female,53,130655,1,Manager,PhD,Divorced
15619087,Female,37,48094,0,Artist,Bachelor,Single
15617134,Male,34,46912,0,Artist,High School,Widowed
15807525,Female,60,69055,1,Doctor,Master,Divorced
15684861,Male,36,62062,0,Engineer,High School,Divorced
15774727,Female,29,67148,0,Clerk,PhD,Single
15668385,Male,39,47113,0,Chef,PhD,Single
15669656,Male,29,10000,0,Technician,Bachelor,Widowed
15745083,Male,23,92035,0,Teacher,PhD,Divorced
15744529,Male,28,55657,0,Chef,PhD,Single
15735549,Female,41,133152,1,Chef,Bachelor,Widowed
15638963,Female,24,33536,0,Retired,High School,Divorced
15588080,Female,54,106607,1,Technician,PhD,Single
15584114,Male,23,27622,0,Manager,High School,Married
15694946,Male,26,86633,0,Doctor,Bachelor,Divorced
15774727,Female,28,64169,0,Chef,Bachelor,Divorced
15721592,Male,40,56078,0,Salesperson,High School,Widowed
15792008,Male,33,42265,0,Manager,Master,Married
15594762,Female,42,70809,1,Artist,Bachelor,Divorced
15617134,Male,34,45560,0,Salesperson,High School,Widowed
15811613,Female,33,57627,0,Clerk,Bachelor,Single
15670615,Male,45,42587,1,Technician,PhD,Single
15775562,Female,24,36828,0,Technician,Bachelor,Widowed
15577514,Male,45,115409,1,Retired,Master,Single
15592570,Male,48,21308,1,Artist,Bachelor,Single
15783029,Male,27,93016,0,Artist,Bachelor,Married
15701962,Male,43,73109,0,Teacher,Master,Divorced
15596761,Male,39,101907,1,Clerk,High School,Single
15649668,Male,42,78954,0,Artist,Bachelor,Widowed
15631912,Female,31,75511,0,Retired,Master,Divorced
15669656,Male,32,13969,0,Retired,PhD,Divorced
15764195,Female,18,44139,0,Salesperson,Master,Divorced
15811177,Female,38,71714,0,Retired,PhD,Single
15779581,Male,29,51879,0,Chef,Master,Married
15749381,Female,56,11375,1,Artist,High School,Divorced
15605327,Male,39,58411,0,Chef,PhD,Married
15668521,Female,50,16401,1,Salesperson,High School,Divorced
15577806,Male,43,81914,1,Retired,Master,Divorced
15729908,Male,45,120483,1,Engineer,Bachelor,Married
15589449,Male,39,97109,1,Clerk,Master,Divorced
15733964,Female,38,63201,0,Engineer,High School,Widowed
15744279,Male,33,123303,1,Doctor,High School,Widowed
15736228,Male,40,36036,0,Technician,High School,Widowed
15612465,Male,36,81490,0,Technician,Master,Single
15595228,Female,20,44405,0,Manager,Master,Married
15782530,Female,32,105538,0,Salesperson,Bachelor,Divorced
15691808,Female,40,55904,0,Clerk,Bachelor,Single
15800515,Female,40,98894,1,Technician,Bachelor,Widowed
15639576,Female,47,118413,1,Engineer,High School,Married
15654456,Male,39,132732,1,Doctor,Bachelor,Married
15609653,Female,34,46264,0,Technician,Master,Married
15685346,Male,53,115840,1,Technician,High School,Divorced
15680752,Female,40,143079,0,Manager,Bachelor,Single
15673619,Male,28,99918,0,Teacher,Master,Widowed
15629739,Female,48,66537,1,Teacher,PhD,Widowed
15733964,Female,39,59241,0,Manager,High School,Widowed
15570932,Male,37,121645,0,Manager,High School,Single
15582492,Male,30,115423,1,Artist,High School,Married
15584114,Male,25,47081,0,Doctor,High School,Single
15720745,Female,40,146385,1,Engineer,High School,Divorced
15720943,Male,23,87811,0,Technician,Master,Divorced
15796351,Male,34,109991,1,Technician,Bachelor,Divorced
15811613,Female,38,96507,0,Engineer,Bachelor,Divorced
15668575,Female,28,33667,0,Retired,PhD,Widowed
15589449,Male,42,104376,1,Chef,Bachelor,Single
15783029,Male,27,69667,0,Retired,Bachelor,Widowed
15667742,Male,34,45267,0,Salesperson,Master,Widowed
15776844,Male,35,85778,0,Teacher,Master,Single
15780572,Female,52,74730,1,Retired,Master,Widowed
15699284,Female,32,28971,0,Chef,Master,Widowed
15671387,Female,38,105354,0,Manager,PhD,Single
15811613,Female,36,100325,0,Manager,Master,Widowed
15679651,Female,25,44686,0,Engineer,Master,Married
15724536,Female,51,106648,1,Teacher,PhD,Widowed
15694829,Female,29,145000,1,Salesperson,Bachelor,Widowed
15622585,Male,37,90603,1,Clerk,Master,Married
15594577,Male,25,10000,0,Clerk,Bachelor,Single
15792818,Male,46,71931,1,Doctor,Master,Single
15730688,Male,43,66354,0,Artist,Master,Married
15725660,Male,28,92990,0,Teacher,Master,Married
15697997,Female,38,119119,0,Engineer,PhD,Married
15682268,Male,32,50957,0,Artist,Bachelor,Married
15792818,Male,49,44743,1,Teacher,PhD,Divorced
15674206,Male,32,73646,0,Teacher,Bachelor,Married
15769596,Female,58,104732,1,Teacher,Bachelor,Divorced
15660200,Female,36,78964,0,Artist,Master,Divorced
15711218,Male,38,80223,0,Salesperson,Bachelor,Widowed
15667265,Female,25,129974,0,Doctor,PhD,Divorced
15750839,Female,29,97699,1,Clerk,PhD,Married
15741049,Male,37,62115,0,Salesperson,Bachelor,Divorced
15710257,Female,37,19799,0,Artist,High School,Divorced
15768151,Female,55,102027,1,Retired,PhD,Married
15625395,Male,58,32305,1,Artist,High School,Single
15573926,Male,40,93228,1,Engineer,Bachelor,Divorced
15707634,Male,49,10000,1,Technician,High School,Married
15627220,Male,42,58593,0,Artist,High School,Widowed
15750839,Female,29,96188,1,Technician,Master,Widowed
15766609,Female,46,12451,0,Retired,High School,Single
15764195,Female,21,50548,0,Salesperson,Master,Divorced
15793813,Female,30,131559,0,Doctor,PhD,Married
15729054,Female,28,127124,1,Retired,PhD,Single
15750839,Female,30,84559,1,Artist,High School,Divorced
15746203,Female,44,130677,1,Artist,High School,Widowed
15660200,Female,36,50473,0,Retired,Bachelor,Single
15694453,Male,41,34539,0,Clerk,Master,Widowed
15699619,Male,38,103005,1,Chef,Master,Single
15785170,Female,45,108632,0,Manager,PhD,Single
15786993,Female,29,55199,0,Clerk,High School,Widowed
15678201,Male,50,85210,1,Chef,PhD,Married
15800890,Female,39,133508,1,Retired,PhD,Widowed
15718071,Male,25,67263,0,Manager,High School,Widowed
15768816,Male,24,110433,0,Doctor,Bachelor,Divorced
15791373,Male,57,45537,1,Salesperson,Master,Single
15678201,Male,46,110681,1,Engineer,PhD,Divorced
15707634,Male,51,42033,1,Artist,Master,Single
15732987,Male,60,145858,1,Technician,Master,Single
15578738,Female,19,88037,0,Artist,Bachelor,Single
15660866,Female,57,140260,1,Engineer,PhD,Widowed
15804002,Male,18,75282,0,Artist,Bachelor,Married
15644296,Female,35,55040,0,Technician,High School,Married
15764419,Female,27,10000,0,Retired,High School,Divorced
15755018,Male,35,44883,0,Salesperson,PhD,Divorced
15736228,Male,39,106536,0,Doctor,PhD,Married
15757632,Female,40,39839,0,Clerk,Bachelor,Married
15814553,Male,54,65604,1,Artist,Master,Divorced
15573926,Male,37,97663,1,Manager,PhD,Widowed
15654296,Female,48,10000,1,Clerk,Bachelor,Divorced
15804002,Male,20,90448,0,Engineer,High School,Married
15622478,Male,46,58120,0,Artist,PhD,Single
15688172,Female,60,87817,1,Salesperson,PhD,Widowed
15669656,Male,32,21392,0,Technician,Master,Divorced
15587013,Male,21,77080,0,Technician,Bachelor,Single
15619087,Female,34,21137,0,Clerk,High School,Single
15809347,Female,43,95425,0,Manager,Master,Divorced
15732987,Male,60,114190,1,Clerk,High School,Single
15714658,Male,46,29105,1,Teacher,High School,Single
15665416,Female,42,103975,0,Engineer,PhD,Married
15747043,Male,47,144381,1,Doctor,Bachelor,Single
15603319,Male,30,45406,0,Technician,PhD,Widowed
15584320,Female,38,148128,1,Salesperson,Master,Divorced
15675185,Male,28,49993,0,Retired,Master,Widowed
15619087,Female,34,61217,0,Manager,Bachelor,Divorced
